	p_val	avg_logFC	pct.1	pct.2	p_val_adj	which_high
Fbxo21	0.0453898404873922	0.114428790903907	0.219	0.207	1	OPC-A
Mcu	0.0453986584910737	0.0502114895954366	0.213	0.276	1	OPC-A
Serpinh1	0.0454766322223513	-0.000439174569071277	0.081	0.108	1	OPC-B
Arhgef1	0.0456491285157805	0.0498976990626817	0.193	0.249	1	OPC-A
Phf10	0.0457080402597947	0.0355765315221039	0.199	0.256	1	OPC-A
Rpap2	0.0459599690255484	0.0238344919696237	0.09	0.121	1	OPC-A
Tex9	0.0459679620443402	0.0161507189099629	0.108	0.142	1	OPC-A
Ints2	0.0460519055753111	0.0296670637423386	0.134	0.174	1	OPC-A
Ssb	0.0463365814615002	-0.0249366866763108	0.797	0.906	1	OPC-B
Nudt19	0.0465033333562255	0.0648257877297621	0.435	0.567	1	OPC-A
Chac2	0.0465898581325718	0.0476739908341188	0.143	0.187	1	OPC-A
2900079G21Rik	0.0466099211094825	0.0703921865099943	0.108	0.086	1	OPC-A
1810030O07Rik	0.0466624676222013	0.0240729941680076	0.163	0.213	1	OPC-A
Chmp2b	0.0466690847383546	0.162247689779591	0.387	0.423	1	OPC-A
Tbl1xr1	0.04700130722262	0.140470835854034	0.315	0.329	1	OPC-A
Tars2	0.0475946144455085	0.0319775875633798	0.108	0.143	1	OPC-A
Setd3	0.0476512098230644	0.0574639207727575	0.331	0.428	1	OPC-A
Trim23	0.0477362461577304	0.0310966237469238	0.154	0.201	1	OPC-A
Sh3glb2	0.0478066624357853	0.0625140501862477	0.356	0.463	1	OPC-A
Usp7	0.0479365855335563	0.0235623300210854	0.327	0.41	1	OPC-A
Arhgef17	0.0479468329434494	0.0180805721845221	0.083	0.112	1	OPC-A
Edem3	0.0479572815999752	0.03422226726899	0.143	0.188	1	OPC-A
Cul1	0.0480314034084334	0.0210241384434819	0.443	0.563	1	OPC-A
N6amt1	0.0482959338745587	0.0845671776004521	0.277	0.363	1	OPC-A
Adcy3	0.0483222044638046	0.102569653106566	0.171	0.155	1	OPC-A
Rnf103	0.0486108223604377	0.107776370495984	0.209	0.197	1	OPC-A
Kdm4c	0.0486194570048334	0.0384584846428123	0.159	0.209	1	OPC-A
Ppm1a	0.0486588510818096	-0.00241690190912813	0.409	0.5	1	OPC-B
Upf2	0.0487118626515647	0.137050412638111	0.269	0.265	1	OPC-A
Prrg2	0.0487539470486026	0.0348955087364693	0.097	0.129	1	OPC-A
Kcna6	0.0487969848432773	0.0526841826589604	0.103	0.081	1	OPC-A
Tecpr2	0.0489055542979087	0.0583089516750663	0.12	0.101	1	OPC-A
Rnpep	0.0490252366391757	0.129644142694735	0.257	0.251	1	OPC-A
Gatd1	0.0490410194170604	0.133277016063943	0.226	0.213	1	OPC-A
Mtmr10	0.049118792428381	0.114165731839588	0.2	0.188	1	OPC-A
Mettl9	0.0494056702393685	0.109933905275297	0.686	0.787	1	OPC-A
Dnajc13	0.0494701605505875	0.0429488521049543	0.185	0.238	1	OPC-A
4921524J17Rik	0.0496379108570947	0.0758277813437042	0.286	0.367	1	OPC-A
Galk2	0.0496586617939083	0.0289661487599526	0.199	0.253	1	OPC-A
Kpna3	0.0497145440128188	0.0467911659479135	0.293	0.379	1	OPC-A
Mtg1	0.0498606203986877	0.0468555862123368	0.155	0.202	1	OPC-A
Gas5	0.0498961893420719	-0.355964759803701	0.508	0.41	1	OPC-B
Ccdc71	0.0500005118444572	0.0320760262008381	0.106	0.14	1	OPC-A
Commd8	0.0500217511439209	0.0566444042586161	0.352	0.459	1	OPC-A
Gpbp1l1	0.0501863576677878	0.0900501496029004	0.176	0.159	1	OPC-A
Kat8	0.0502853279515211	0.0500528202280047	0.146	0.189	1	OPC-A
Ccnt2	0.0503862590089285	0.178521768499859	0.385	0.415	1	OPC-A
Coa3	0.0504320140218569	0.126795714758998	0.694	0.805	1	OPC-A
Poglut3	0.0504692652329798	0.0183687713411275	0.088	0.119	1	OPC-A
Ralgds	0.0505929844765578	0.0533712839419712	0.314	0.406	1	OPC-A
Abl1	0.0508320352516066	0.0277595425174052	0.102	0.137	1	OPC-A
Pde4dip	0.0509153947573993	0.135803894381749	0.384	0.414	1	OPC-A
Dpp8	0.0513518361622177	0.0216904810984941	0.231	0.293	1	OPC-A
Ankle2	0.0513741619148193	0.0437254535328594	0.183	0.236	1	OPC-A
Mtfr1l	0.0514907404206475	0.0429428320434065	0.438	0.561	1	OPC-A
Pja1	0.0515034876533271	0.0680599223625452	0.405	0.53	1	OPC-A
Daglb	0.0515080850912501	0.108792522039676	0.208	0.196	1	OPC-A
Enpp4	0.051539880523714	0.0614271603250827	0.184	0.241	1	OPC-A
Tmem41b	0.0516709221947912	0.0376901181727194	0.41	0.522	1	OPC-A
Desi2	0.0517241201368785	0.162108905353553	0.434	0.47	1	OPC-A
Ranbp9	0.0517508857525569	0.137451813126461	0.355	0.371	1	OPC-A
Stxbp4	0.0517550293750157	0.083207940131759	0.103	0.084	1	OPC-A
Samd4b	0.0517597720050188	0.0175454590483141	0.421	0.526	1	OPC-A
Sox11	0.0519657144285841	0.0501465259286966	0.569	0.607	1	OPC-A
Ndufaf1	0.0521131055604698	0.0470138572446867	0.164	0.213	1	OPC-A
Ggnbp2	0.0523141645269367	0.0489020257181086	0.466	0.617	1	OPC-A
Rab33b	0.0524034348064139	0.126102700982769	0.238	0.232	1	OPC-A
Zfp770	0.0524380599350388	0.10577824920744	0.223	0.21	1	OPC-A
Bloc1s4	0.0524438837876675	0.0301489604388224	0.207	0.263	1	OPC-A
Hmgxb3	0.0524545542795085	0.0186749729438605	0.092	0.124	1	OPC-A
Ntpcr	0.0524572975940047	0.0416363912287235	0.17	0.22	1	OPC-A
Sh3kbp1	0.0524647346874768	0.0633911073390681	0.252	0.323	1	OPC-A
Trim32	0.0524810328517979	0.157879307009019	0.408	0.441	1	OPC-A
Trio	0.0525841467507387	-0.0130496193262806	0.54	0.646	1	OPC-B
Tnfrsf19	0.0525854111302089	0.0866180352419231	0.157	0.138	1	OPC-A
Gabpb2	0.0526412667067352	0.0901462005896871	0.139	0.121	1	OPC-A
Slc35e2	0.0526677509067302	0.0305451189379567	0.163	0.211	1	OPC-A
2610044O15Rik8	0.0526836048901304	0.0793329199884391	0.129	0.11	1	OPC-A
Map2k7	0.0527394686625379	0.127931124043149	0.229	0.222	1	OPC-A
Bach2	0.0527660101355201	0.0620316587799939	0.137	0.115	1	OPC-A
Zbed3	0.0527885818416109	0.0331520208934381	0.241	0.308	1	OPC-A
Map3k4	0.0528541951736049	0.0279035222142558	0.234	0.294	1	OPC-A
Gm26724	0.0528988946479848	0.0388285900876679	0.114	0.148	1	OPC-A
Smarcc2	0.0529676151924847	0.157520538881364	0.384	0.414	1	OPC-A
ENSMUSG00000105361	0.0530878406775518	0.122052442349824	0.428	0.425	1	OPC-A
Nol4l	0.0531151901113034	0.0957673249553378	0.132	0.112	1	OPC-A
Orc3	0.0531515695406708	0.0251877617506797	0.154	0.198	1	OPC-A
Atf2	0.0532360935291679	0.132230174244783	0.301	0.308	1	OPC-A
Golga7	0.0533549044658823	0.110509475074289	0.68	0.795	1	OPC-A
Xpo4	0.0534883252340483	0.0418205906866138	0.205	0.265	1	OPC-A
Dhrs7b	0.0536716492949294	0.0594119142269983	0.24	0.308	1	OPC-A
Elob	0.0537010433504886	-0.0164940677017182	0.977	0.985	1	OPC-B
Smarcb1	0.0537687816736575	0.143420211605789	0.631	0.742	1	OPC-A
Pfdn5	0.0538954395159362	0.015906875346744	0.895	0.954	1	OPC-A
Atg13	0.0539031510955698	0.0831468342786678	0.13	0.111	1	OPC-A
Nvl	0.0540111256995201	0.0446333224212791	0.223	0.286	1	OPC-A
Alg13	0.054285509452093	0.0140500401800405	0.118	0.152	1	OPC-A
Gcdh	0.0542962400128974	0.0968009146684211	0.166	0.148	1	OPC-A
Cpped1	0.0544687892777684	0.0674687404008925	0.176	0.229	1	OPC-A
Atxn2l	0.0545235872879574	0.0252675880231755	0.345	0.434	1	OPC-A
Ubxn6	0.0545534684220839	0.13553826511395	0.437	0.476	1	OPC-A
Hrh1	0.0546546059450738	0.00947357604690305	0.107	0.14	1	OPC-A
Pus3	0.054672820570446	0.0354997931349872	0.143	0.184	1	OPC-A
Ift20	0.0547577062436803	0.151027698921804	0.529	0.59	1	OPC-A
Golph3l	0.0549625505215439	0.0844420618841803	0.132	0.112	1	OPC-A
Cop1	0.0550174561152589	0.0503971375966712	0.283	0.36	1	OPC-A
Acp6	0.055076496216137	0.0308125119037286	0.088	0.117	1	OPC-A
Ube2e2	0.0551098078220852	0.151634804224133	0.453	0.5	1	OPC-A
Panx1	0.0552527034901477	0.0347599691653228	0.177	0.223	1	OPC-A
Sys1	0.0553511265204438	0.109984049050724	0.63	0.727	1	OPC-A
Fam126a	0.0553683959138471	0.0776930821841466	0.132	0.113	1	OPC-A
Ttll7	0.0555271152095532	0.0735566923900769	0.327	0.425	1	OPC-A
Stard4	0.0556094077207529	0.0772281045412821	0.205	0.184	1	OPC-A
Nsrp1	0.0556270207786639	0.094558682941205	0.301	0.396	1	OPC-A
Sfxn1	0.055970819333656	0.0307506069161625	0.524	0.679	1	OPC-A
Nars2	0.0560223332237038	0.0441543284789953	0.089	0.119	1	OPC-A
Zbtb41	0.0560389194593143	0.0929510920880987	0.181	0.166	1	OPC-A
Chic2	0.0561150844946276	0.130430541520434	0.392	0.411	1	OPC-A
Elfn1	0.0561602020350411	0.111555560454378	0.237	0.228	1	OPC-A
Commd7	0.0561849798299885	0.0497898469407812	0.373	0.476	1	OPC-A
Mbd6	0.0562526467277173	0.0994574912291867	0.213	0.201	1	OPC-A
Secisbp2l	0.0563593543970325	0.152437268549013	0.358	0.385	1	OPC-A
Ppp1r12b	0.0566318134033622	0.0201922241169114	0.133	0.173	1	OPC-A
Rbm22	0.0568560710064166	0.0740672606532747	0.416	0.544	1	OPC-A
Sema6b	0.0570153478359641	0.0694469871844188	0.108	0.09	1	OPC-A
Dnajc7	0.0573496320912183	0.029928256175464	0.598	0.737	1	OPC-A
Tor1a	0.0573679412986241	0.0518163232195652	0.406	0.531	1	OPC-A
Prkd3	0.057451861601146	0.144256803899998	0.38	0.411	1	OPC-A
Stmn1	0.0575016203571569	-0.594224030547934	0.536	0.415	1	OPC-B
Dhx38	0.057587089477499	0.0409072282117508	0.139	0.18	1	OPC-A
Iqcc	0.0576068431901428	0.0987399516609497	0.14	0.121	1	OPC-A
Mpst	0.0576398496154109	0.0991905353723339	0.277	0.255	1	OPC-A
Park7	0.0580218383610952	-0.0249054311996724	0.912	0.964	1	OPC-B
Ralgapa1	0.0580564623141845	0.137081677422312	0.288	0.298	1	OPC-A
Rap2a	0.0581011926572648	0.137662956779587	0.383	0.409	1	OPC-A
D6Wsu163e	0.0581503932594993	0.0331719493513508	0.122	0.16	1	OPC-A
Usp38	0.058339617575917	0.0207573596142167	0.14	0.18	1	OPC-A
Fkrp	0.0586710137115482	0.0318987645804502	0.115	0.152	1	OPC-A
Srsf4	0.0587017457466945	0.0576975077997582	0.294	0.375	1	OPC-A
Rilpl1	0.0587153392010789	0.0383422612960169	0.147	0.188	1	OPC-A
Cox14	0.058722086858652	0.00420111455356742	0.726	0.862	1	OPC-A
Tnfsf12	0.0587262149106841	0.13641608995578	0.318	0.332	1	OPC-A
Ugcg	0.0588571812988882	0.032341534214887	0.237	0.298	1	OPC-A
Map2k4	0.05897080367599	0.0372608657532186	0.23	0.294	1	OPC-A
2810006K23Rik	0.0589883986588219	0.0263247766557297	0.146	0.186	1	OPC-A
Phc1	0.0590043046816367	0.0413059323944518	0.152	0.197	1	OPC-A
Tcf20	0.0593441555306424	0.100054601406992	0.19	0.177	1	OPC-A
Sap130	0.0593927987395501	0.0186735936013575	0.127	0.164	1	OPC-A
Dcaf10	0.0595929026604804	0.0325750421022902	0.136	0.177	1	OPC-A
Lima1	0.0596756958794042	0.0380863658557903	0.469	0.595	1	OPC-A
Sec61a2	0.0596894275400521	0.0796292045479972	0.242	0.314	1	OPC-A
Zfp687	0.0600167482060751	0.0284298821187554	0.109	0.143	1	OPC-A
4930402H24Rik	0.0600295471509761	0.0469612942388954	0.328	0.414	1	OPC-A
Afap1	0.0600597072966892	0.0857685725435023	0.172	0.152	1	OPC-A
Hdac5	0.0600654728813469	0.0491674211476081	0.207	0.263	1	OPC-A
Trim39	0.0601496329477867	0.0163863738634916	0.082	0.11	1	OPC-A
Ptpn5	0.0601709065389343	0.0330626810030298	0.178	0.226	1	OPC-A
Dhx36	0.0602360427350562	0.118664604383048	0.502	0.54	1	OPC-A
Amer1	0.0602927589710729	0.0772902001468599	0.109	0.09	1	OPC-A
Chfr	0.0604030384579793	0.108309919801691	0.202	0.191	1	OPC-A
Dffa	0.0604225492856714	0.0141369570747287	0.094	0.124	1	OPC-A
Zw10	0.0604595085099463	0.0123106782849125	0.098	0.129	1	OPC-A
Sun1	0.0605477274708574	0.0325967926778105	0.175	0.224	1	OPC-A
Rnf146	0.0606131269542459	0.153845374388176	0.342	0.358	1	OPC-A
Wasl	0.0606400114757793	0.137219014255645	0.474	0.53	1	OPC-A
Foxj3	0.0606644535101951	0.0346154048526237	0.13	0.169	1	OPC-A
Lcmt2	0.0607425080899163	0.0834977810696536	0.127	0.108	1	OPC-A
A830082K12Rik	0.0608373281505963	0.0759494143406301	0.14	0.12	1	OPC-A
Eif2ak1	0.0609619476173642	0.0437247412429117	0.217	0.28	1	OPC-A
Sec14l2	0.0610904379424878	0.0695915526119716	0.102	0.082	1	OPC-A
Zbtb44	0.061151473918916	0.0948838851654865	0.19	0.178	1	OPC-A
Tmem94	0.0613955341477558	0.0734439196695914	0.113	0.093	1	OPC-A
Mical3	0.0615015877299483	0.0955600533162569	0.151	0.135	1	OPC-A
Gatad2b	0.0615061780353017	0.143791012985238	0.483	0.534	1	OPC-A
Abi1	0.0615151215539476	0.136438589332553	0.424	0.464	1	OPC-A
Dhdds	0.0620115717580872	0.0602743403757228	0.176	0.227	1	OPC-A
Ccnk	0.0621316251514385	0.0532750704750159	0.226	0.29	1	OPC-A
Ifnar1	0.062227028366355	0.0510904132410544	0.203	0.264	1	OPC-A
Asph	0.0623403074248063	0.0992969904955985	0.175	0.157	1	OPC-A
Med13l	0.0623747874291877	0.135907804067518	0.412	0.451	1	OPC-A
Fbxl12	0.0623765543167544	0.030453531515884	0.1	0.131	1	OPC-A
2700081O15Rik	0.0623911495647886	0.084795492486843	0.176	0.16	1	OPC-A
Mpdu1	0.0625836630244869	0.071306716461074	0.451	0.581	1	OPC-A
Csrp1	0.0626387091269154	0.138415091238845	0.411	0.433	1	OPC-A
Rexo4	0.0627385904832796	0.0621256613872067	0.219	0.282	1	OPC-A
Nit2	0.062797847910065	0.111660052314526	0.262	0.259	1	OPC-A
9530068E07Rik	0.0629908679184907	0.0662348015498397	0.473	0.617	1	OPC-A
Apeh	0.063277434635186	0.0216703292691561	0.096	0.126	1	OPC-A
Rps6kb1	0.0632832733231166	0.0610131492385644	0.424	0.552	1	OPC-A
Atg5	0.0633387968392716	0.0641217689925646	0.294	0.379	1	OPC-A
Pick1	0.0633574228460269	0.121517062622782	0.195	0.183	1	OPC-A
Plekhn1	0.0636849308489893	0.0575556130482556	0.108	0.09	1	OPC-A
Aste1	0.0637947544617887	0.020417984692607	0.08	0.107	1	OPC-A
Abca3	0.0639458686416488	0.119530688576393	0.222	0.215	1	OPC-A
Tceal9	0.0640517274994602	0.021429856746173	0.855	0.918	1	OPC-A
Pcmt1	0.0640571755106597	0.0411367730797582	0.605	0.776	1	OPC-A
Pja2	0.0642035560971999	0.137733824821333	0.534	0.626	1	OPC-A
Ppil4	0.0644718062586454	0.0491181687023187	0.285	0.367	1	OPC-A
Rtl6	0.0646230352925733	0.0783032451369483	0.113	0.095	1	OPC-A
Odf2l	0.0647439967733344	0.0212279082303408	0.099	0.13	1	OPC-A
Ttc19	0.064748046624078	0.164531420298044	0.353	0.381	1	OPC-A
Adipor2	0.0649175092372313	0.109452050722824	0.266	0.26	1	OPC-A
Fbxw9	0.0649532343003163	0.0536143795263234	0.159	0.206	1	OPC-A
Stoml1	0.0651589107396707	0.0798656429177066	0.187	0.244	1	OPC-A
Tceanc2	0.0653301102955365	0.0244024065035681	0.084	0.112	1	OPC-A
Xrcc4	0.0658166301304805	0.143509635086605	0.29	0.298	1	OPC-A
Cfap97	0.0660661696924262	0.111618278944056	0.203	0.192	1	OPC-A
Ppip5k2	0.0662612689088136	0.0132542636691949	0.084	0.111	1	OPC-A
Idnk	0.066324042587263	0.125784763874857	0.278	0.272	1	OPC-A
Tysnd1	0.0664023916480519	0.0155180286665996	0.142	0.183	1	OPC-A
Aff4	0.06651722504601	0.113926909850988	0.463	0.495	1	OPC-A
Slc39a13	0.0665463505872595	0.0378836978168998	0.128	0.165	1	OPC-A
Zfp36	0.0666768878422103	0.07041121655214	0.224	0.285	1	OPC-A
Emb	0.0667345966970953	0.118742135071295	0.21	0.196	1	OPC-A
Repin1	0.0667891551817762	0.0435513014881766	0.119	0.155	1	OPC-A
Mmgt2	0.0668192305446264	0.0642625276856728	0.104	0.085	1	OPC-A
Kcnq2	0.0668738788730568	0.0622388000849135	0.11	0.093	1	OPC-A
Trak1	0.0668879525525083	0.0377098461776675	0.195	0.249	1	OPC-A
Guf1	0.0669030039827588	0.0773280301442634	0.174	0.157	1	OPC-A
Ate1	0.0672538139010531	0.141728363589788	0.352	0.369	1	OPC-A
Tmem106c	0.0673284930567548	0.149185572191148	0.333	0.343	1	OPC-A
Washc3	0.0675843107115239	0.073103484624092	0.305	0.39	1	OPC-A
Sri	0.0676330298072386	0.096975922499788	0.707	0.804	1	OPC-A
Phka1	0.0676461527287499	0.0717896410543926	0.131	0.113	1	OPC-A
Uqcr10	0.06772629786778	-0.0397910329930398	0.899	0.964	1	OPC-B
Nbeal1	0.0677305268349532	0.120972663595891	0.279	0.277	1	OPC-A
Prcp	0.0678191834651951	0.0358891126491267	0.078	0.104	1	OPC-A
Nceh1	0.0681805872052114	-0.000656129668905048	0.43	0.503	1	OPC-B
Abcg2	0.0682835846784967	0.156759660238016	0.378	0.406	1	OPC-A
B930095G15Rik	0.068356113121308	0.00141052615225837	0.152	0.191	1	OPC-A
Gcc2	0.0689468000549562	0.145984439625262	0.346	0.366	1	OPC-A
Cops9	0.0690433605109063	0.0880409906322388	0.835	0.902	1	OPC-A
Zfp523	0.0690586218495773	0.0944143189041689	0.162	0.148	1	OPC-A
Hdac8	0.0691264255120103	0.095020868442564	0.144	0.126	1	OPC-A
Hnrnpdl	0.0694238093478815	-0.00636773699988136	0.743	0.872	1	OPC-B
Btbd9	0.0694835170777093	0.148300664598364	0.3	0.309	1	OPC-A
Zfp738	0.0697707653769039	0.0761477885234086	0.15	0.133	1	OPC-A
Lmtk3	0.0699852872639668	0.0741213805013202	0.145	0.129	1	OPC-A
Bckdhb	0.0703959930238305	0.10513709636443	0.176	0.162	1	OPC-A
Ppp6c	0.0707040835877105	0.0770450415267394	0.377	0.485	1	OPC-A
Rere	0.0707884088376995	0.120062434997823	0.345	0.361	1	OPC-A
Dram2	0.0708347227437828	0.088736383113348	0.291	0.381	1	OPC-A
Nudt4	0.0709321907880666	0.0966416509212504	0.258	0.255	1	OPC-A
Lhfpl2	0.0711286584562375	0.110793338629128	0.225	0.214	1	OPC-A
St13	0.0712354262943684	0.0745676268361557	0.827	0.899	1	OPC-A
Slc4a1ap	0.0712374115567136	0.0441645766747791	0.142	0.183	1	OPC-A
Fbxo42	0.0713705093702255	0.011620686920912	0.096	0.125	1	OPC-A
Gnptab	0.07140037615318	0.0325674498878264	0.196	0.247	1	OPC-A
Cbx1	0.0715068179470409	0.151232723522804	0.536	0.628	1	OPC-A
Gtpbp8	0.0715229945102636	0.0321841154520139	0.157	0.2	1	OPC-A
Msh2	0.0716401336006207	0.0701321996838114	0.126	0.107	1	OPC-A
Abcb7	0.0721134983787085	0.0367499917487942	0.164	0.21	1	OPC-A
Smndc1	0.07217276782907	0.0358780683604822	0.403	0.514	1	OPC-A
Mbtd1	0.0722008679412815	0.15379717344723	0.246	0.25	1	OPC-A
Rnf10	0.0722261247786145	0.022288980734577	0.447	0.567	1	OPC-A
Ammecr1l	0.0723353081314859	0.0508119778566815	0.197	0.247	1	OPC-A
Psen2	0.0726386474280541	0.103993952219256	0.162	0.149	1	OPC-A
Rbbp5	0.073034287021211	0.0221854605980424	0.107	0.138	1	OPC-A
mt-Atp8	0.0731721360484378	0.0806634390753934	0.362	0.474	1	OPC-A
Fer	0.0732803642340613	0.0168301883770131	0.151	0.191	1	OPC-A
Cklf	0.0733254269543317	0.032522688258206	0.145	0.182	1	OPC-A
Dock10	0.0735613699218699	0.128683111800528	0.312	0.317	1	OPC-A
Rbm10	0.0735879404603987	0.0503704184924975	0.198	0.254	1	OPC-A
Mga	0.0736851665826038	0.128865664086455	0.355	0.37	1	OPC-A
Srp19	0.0737096884622829	-0.000608194763499048	0.706	0.851	1	OPC-B
Cox11	0.0737689896403899	0.0344981353928751	0.114	0.148	1	OPC-A
Tmem258	0.0739007152353016	0.0116732912035247	0.804	0.907	1	OPC-A
Ociad1	0.0740088939841934	0.133204472307576	0.675	0.79	1	OPC-A
Rsbn1	0.0742947738833543	0.111942543630776	0.31	0.323	1	OPC-A
Haus7	0.0744179919210819	0.0613761092536764	0.192	0.242	1	OPC-A
Usf1	0.0744428625361328	0.127296567382116	0.245	0.242	1	OPC-A
Madd	0.0744916995916959	0.0795407973973243	0.141	0.125	1	OPC-A
Ccdc167	0.0746625010925628	0.0308210786186028	0.189	0.236	1	OPC-A
Ets2	0.0746717420272717	-0.00151507789482884	0.087	0.112	1	OPC-B
Spin1	0.074675571145912	0.0661270536166338	0.326	0.42	1	OPC-A
Kctd20	0.0747983321922617	0.0231313244727256	0.19	0.238	1	OPC-A
Marchf2	0.074819311990592	0.0648834520551596	0.313	0.393	1	OPC-A
Eif3k	0.0748806876566442	0.0750761445951802	0.797	0.866	1	OPC-A
Uvrag	0.0749726384954191	0.0854588272165494	0.143	0.128	1	OPC-A
Alg6	0.0749887582361259	0.0971370923866105	0.169	0.156	1	OPC-A
Cers5	0.0750760090853367	0.0964770527755285	0.383	0.486	1	OPC-A
H1f0	0.0751230682963828	0.132005226317772	0.468	0.503	1	OPC-A
Erlec1	0.0751554579029791	0.143757649922657	0.39	0.419	1	OPC-A
Vhl	0.0752407510735515	0.0945601684361309	0.214	0.202	1	OPC-A
Slc25a19	0.0752525489804656	0.117799601995097	0.169	0.153	1	OPC-A
Sh3glb1	0.075351331252486	-0.0332527891593795	0.669	0.794	1	OPC-B
Ubtf	0.0754070452930363	0.064010767019917	0.402	0.515	1	OPC-A
Zfp322a	0.075519760480458	0.133810988267173	0.253	0.251	1	OPC-A
Psmd8	0.0756255482296291	0.0215601342258696	0.703	0.836	1	OPC-A
Ctsc	0.0757945103498741	0.0459462693340276	0.089	0.116	1	OPC-A
P2rx4	0.0758239758502629	0.0555668773514513	0.186	0.235	1	OPC-A
Polr2k	0.0758620478437876	0.0412704295357751	0.585	0.736	1	OPC-A
Srgap3	0.0758910300941093	0.110634587440737	0.223	0.216	1	OPC-A
Baz1b	0.0759063476993583	0.0434243409888395	0.3	0.378	1	OPC-A
Spr	0.0762046626420334	0.0725895754435808	0.329	0.419	1	OPC-A
Eif5b	0.0762083330416205	0.0201623047135377	0.728	0.878	1	OPC-A
Paxbp1	0.0762206694865526	0.109048008809579	0.244	0.242	1	OPC-A
Reps1	0.0762292094042239	0.00551611649951178	0.174	0.22	1	OPC-A
Elavl3	0.0767199648789809	0.134977910492773	0.532	0.601	1	OPC-A
Rbck1	0.0768226770227747	0.0639506576620064	0.291	0.37	1	OPC-A
Nemf	0.0768240198963794	0.0639497125334413	0.339	0.43	1	OPC-A
Mfsd13a	0.076890363370977	0.102501982983791	0.142	0.126	1	OPC-A
Thoc2	0.0772381425043845	0.167435910624213	0.455	0.513	1	OPC-A
Slc35a1	0.0774267111764993	0.0935163084528838	0.266	0.343	1	OPC-A
Rnaset2a	0.0774275353120455	0.119754963027182	0.135	0.119	1	OPC-A
Trim44	0.077484546562972	0.0567360297221714	0.361	0.464	1	OPC-A
Pcgf2	0.0777170201161273	0.0911601716776547	0.151	0.134	1	OPC-A
Fam118a	0.0777564500269631	0.0402257247378011	0.143	0.183	1	OPC-A
Rab5if	0.0778241968758392	0.125890453222713	0.48	0.526	1	OPC-A
Tmem47	0.0778351541624948	0.0465820705877997	0.177	0.223	1	OPC-A
Tcf12	0.078142395185405	0.101895544386409	0.592	0.689	1	OPC-A
Mark2	0.0782909096068629	0.0554530838111463	0.301	0.38	1	OPC-A
Adar	0.0783224325812586	0.0250415150894576	0.135	0.173	1	OPC-A
Clk2	0.0785146437840486	0.0270369252293808	0.107	0.139	1	OPC-A
Adprh	0.0788050050677045	0.139034617684639	0.541	0.619	1	OPC-A
Ccnq	0.0790122291767483	0.170399370048672	0.412	0.461	1	OPC-A
Bend5	0.0791811930242296	0.0407607253394189	0.104	0.085	1	OPC-A
Taf1b	0.079296226086438	0.0349390575911424	0.15	0.191	1	OPC-A
Cops7b	0.079381550390659	0.0411287089757202	0.132	0.169	1	OPC-A
Hnrnpul1	0.0795799133237584	0.0593282376372448	0.407	0.532	1	OPC-A
Nek4	0.0796640052012371	0.0294984474028003	0.11	0.142	1	OPC-A
C1qc	0.0798406454304199	0.227364846436765	0.295	0.385	1	OPC-A
Slc38a1	0.0799040813536169	0.132382909232032	0.533	0.602	1	OPC-A
Pcdhga12	0.0800008186724053	0.0586983475911929	0.11	0.093	1	OPC-A
Lxn	0.0800899420527239	-0.0215954170663541	0.135	0.165	1	OPC-B
Arsa	0.0802266961956248	0.022344322282339	0.08	0.106	1	OPC-A
Pex6	0.0804428699913737	0.0199981006248283	0.135	0.17	1	OPC-A
Vamp7	0.0805087720936274	0.0679609735886653	0.369	0.474	1	OPC-A
Med20	0.0805509871506547	0.0561001355297268	0.194	0.246	1	OPC-A
Iqcb1	0.0806396788238544	0.0900297948886466	0.148	0.131	1	OPC-A
Commd2	0.0807041469657906	0.0562181198140589	0.436	0.554	1	OPC-A
Rrbp1	0.0807807779220842	0.138150873310554	0.565	0.643	1	OPC-A
Wbp2	0.0808634145062842	0.164003546461637	0.508	0.589	1	OPC-A
Gpkow	0.0809828416181442	0.0204770746408024	0.093	0.121	1	OPC-A
Ech1	0.0813158176920128	0.152260925595936	0.457	0.505	1	OPC-A
Ube2v1	0.0819028240564326	0.0850103628294541	0.4	0.398	1	OPC-A
Spg21	0.0819230964232484	0.0687267121199645	0.442	0.571	1	OPC-A
Kdm2b	0.0819416028874285	0.0452690302476981	0.186	0.236	1	OPC-A
Aph1a	0.0819719993741413	0.0708129279054513	0.387	0.5	1	OPC-A
Paip2b	0.0824640888295749	0.0972982017139868	0.199	0.187	1	OPC-A
Gtf3c3	0.0825088639191529	0.0365089003623989	0.137	0.174	1	OPC-A
Zfp598	0.0826739881029572	0.024918587571359	0.145	0.184	1	OPC-A
Baz2b	0.0827304868026461	0.12592727696343	0.27	0.271	1	OPC-A
Rgl1	0.0828855834723285	0.0156939554075316	0.082	0.107	1	OPC-A
Ccdc82	0.0831685293656822	0.0314984120373812	0.122	0.157	1	OPC-A
Fam32a	0.0832000487688596	0.0550937626094991	0.392	0.491	1	OPC-A
Cspp1	0.0833005210823774	0.135098211812547	0.297	0.307	1	OPC-A
Dmxl1	0.0833533364442135	0.0977310456893698	0.26	0.256	1	OPC-A
Efna2	0.0836257890936711	0.0754954689406131	0.127	0.111	1	OPC-A
Prr14	0.0837387579521812	0.0362236369892204	0.174	0.22	1	OPC-A
Map3k7	0.0837538618955604	0.0538434206384266	0.235	0.3	1	OPC-A
